pbTrophies,kingLevel,cardLevels,warDayWins,winRate,maxChallengeWins,opponentTrophies,opponentKingLevel,maxOpponentChallengeWins,opponentCardLevels,opponentWinRate,winning
5317,11,9.097826087,27,0.50059453,6,5204,12,8,10.43617021,0.483096085,0
5198,11,9.311827957,82,0.539037433,7,5030,11,10,9.574468085,0.499350227,1
5077,10,8.467391304,11,0.500805672,9,4968,10,4,9.074468085,0.530776993,1
5160,11,8.810526316,41,0.52650657,10,5281,12,10,8.957894737,0.439911199,0
5320,11,8.655913978,46,0.559215686,7,5172,11,10,9.872340426,0.50600572,0
4808,11,8.76344086,41,0.513094903,10,4996,10,5,8.2,0.525446429,1
5161,11,8.397849462,26,0.507390856,10,4774,11,9,8.731182796,0.575825826,1
5218,11,8.967741935,16,0.534570766,9,5026,12,10,9.925531915,0.539796529,0
5043,12,9.138297872,24,0.546827795,10,5232,10,9,8.098901099,0.542025862,1
4722,10,8.445652174,3,0.62191358,5,4939,10,6,7.129032258,0.445238991,1
4821,10,8.563829787,7,0.537508603,10,4364,11,10,9.138297872,0.533459896,0
5890,13,10.26315789,136,0.550918197,10,6068,13,10,10.38947368,0.530570825,0
5758,12,9.726315789,118,0.578325123,10,5821,13,10,10.95789474,0.482561908,1
5413,11,9.074468085,135,0.506840038,9,5203,11,11,8.265957447,0.545071818,1
5499,11,8.957446809,99,0.5312985,8,5741,13,10,10.78947368,0.509181532,0
5632,11,8.387096774,118,0.557627455,10,5527,12,10,10,0.507727652,0
5715,12,10.04255319,83,0.544265033,10,5553,11,10,7.76344086,0.48526149,1
5453,11,9.308510638,87,0.52006552,6,5533,13,11,10.86170213,0.503136491,1
5718,12,9.595744681,140,0.509403468,9,5363,11,0,9.787234043,0.544267054,1
5591,12,10.15957447,128,0.515536427,12,5866,11,9,7.127659574,0.519898748,1
5607,12,9.789473684,103,0.517483272,11,5616,13,10,10.39361702,0.498655398,0
5069,11,9.478723404,43,0.603585657,6,5501,12,8,9.431578947,0.524024423,0
5423,11,9.397849462,54,0.499057493,9,5551,12,10,8.946808511,0.505360712,0
5161,10,8.161290323,28,0.549031855,6,5370,11,9,9.442105263,0.586657946,0
5427,12,9.563829787,64,0.462570832,5,5944,12,10,10.30851064,0.520612038,0
5295,10,8.736263736,25,0.630597015,8,4981,12,12,10.42553191,0.55184136,0
5198,11,8.369565217,23,0.525944584,10,5884,12,11,8.968085106,0.507082477,0
5353,11,8.585106383,88,0.460762332,9,4215,11,9,8.369565217,0.708823529,0
5119,12,9.29787234,100,0.5456621,10,4354,10,11,8.505263158,0.641562064,1
5261,10,8.478723404,54,0.569430052,8,5426,11,5,9.957446809,0.466371816,0
5044,10,7.955555556,13,0.458962091,5,4882,11,5,9.457446809,0.499713138,0
5441,11,9.180851064,45,0.555216063,9,5639,13,11,10.10638298,0.507225434,1
5384,11,9.042105263,98,0.514802632,9,5853,13,10,9.989473684,0.517162179,0
4921,11,9.631578947,13,0.539748954,12,5047,10,6,6.692307692,0.615164521,1
5088,10,7.840909091,15,0.6014068,10,5345,11,9,8.610526316,0.528791076,0
5141,10,6.946808511,16,0.646398503,11,5319,11,7,8.666666667,0.468536498,1
5236,11,9.053763441,37,0.486079545,10,5518,11,10,7.393617021,0.505775895,0
5402,12,9.755319149,22,0.498819827,10,5030,10,6,8.204301075,0.4770705,1
4993,10,8.692307692,6,0.504094631,5,4738,9,6,6.857142857,0.6812749,0
4712,11,9.430107527,34,0.540275049,5,5168,11,10,9.723404255,0.492445267,1
5046,10,8.033333333,10,0.611521418,7,5245,11,8,8.462365591,0.461836613,0
5359,11,8.935483871,46,0.501270325,9,5233,10,8,8.11827957,0.550949914,0
5354,10,7.989130435,28,0.485138367,8,4806,10,10,7.692307692,0.513223731,1
5101,12,10.4787234,99,0.448523116,7,5484,13,10,9.5,0.506224563,0
4446,9,6.817073171,0,0.597826087,0,5362,11,9,9.180851064,0.46950293,0
4547,8,6.746987952,3,0.712177122,0,5050,10,8,7.505263158,0.547282204,1
5863,13,10.5106383,38,0.511080172,12,5579,13,11,10.44210526,0.49114622,0
5834,13,9.031578947,114,0.513203356,10,5499,12,11,9.376344086,0.561317678,1
5759,12,8.610526316,78,0.491234874,12,5225,13,12,10.64210526,0.524109959,0
5536,12,9.872340426,108,0.540647482,12,5729,12,10,9.776595745,0.516055544,0
5598,12,9.372340426,107,0.521621316,11,5885,12,10,9.873684211,0.515625,1
5453,12,8.904255319,109,0.526315789,14,5212,12,11,9.446808511,0.505740032,1
5560,11,8.2,87,0.58110119,10,5153,11,7,9.569892473,0.552249637,1
5326,11,8.510869565,43,0.452902915,7,5045,11,10,8,0.479638009,0
4427,11,9.430107527,26,0.489563567,10,4612,9,2,7.764705882,0.590987868,1
3812,8,6.012820513,2,0.764150943,0,4788,10,8,9.063829787,0.423120729,1
6056,12,9.29787234,108,0.56301857,10,5061,11,5,8.663157895,0.5421875,1
6007,13,9.684210526,102,0.515453297,11,5865,13,20,10.36842105,0.538110749,0
6024,13,10.78723404,125,0.552752564,12,5653,12,12,9.768421053,0.636429346,0
5916,12,10.38297872,104,0.556871453,10,6251,13,12,10.43157895,0.53514141,0
6560,13,11.65263158,134,0.541352249,15,6139,12,8,8.947368421,0.500444761,1
6006,13,10.54736842,165,0.533252185,11,5483,11,9,9.670212766,0.544087769,1
5848,13,11.10638298,146,0.519023532,10,5733,13,10,10.97894737,0.509630937,0
5842,12,10.46315789,107,0.520064692,10,6061,12,12,10.08421053,0.571389296,0
5832,12,10.33684211,177,0.594817432,14,6002,13,12,10.30526316,0.565650713,1
5769,12,10.07446809,163,0.524391257,10,5522,11,6,8.414893617,0.524331734,1
5735,13,10.86170213,124,0.528405524,11,5700,13,10,11.06382979,0.501229396,1
5946,12,9.094736842,58,0.577882483,11,5784,13,10,9.526315789,0.500640802,0
5659,13,10.49473684,78,0.501483065,10,5185,11,6,8.206521739,0.565248227,1
5529,13,11.15957447,143,0.563431701,14,6053,13,10,10.61052632,0.533828383,1
5681,13,10.6,96,0.541461962,12,5658,13,11,9.585106383,0.520551091,1
5596,13,11.30526316,93,0.514556962,9,5341,12,10,9.76344086,0.515265923,1
5646,12,8.808510638,52,0.566457617,12,6341,13,11,10.71578947,0.558264261,0
5606,12,9.244680851,113,0.570254725,10,6003,13,10,10.48421053,0.504724351,0
5753,13,11.15789474,139,0.518897473,10,5654,13,12,9.936842105,0.531072503,0
5747,12,8.947368421,113,0.549770792,10,6006,13,10,9.894736842,0.552247874,0
5623,13,10.86170213,137,0.63317757,11,5806,12,12,10.24210526,0.546714173,0
6159,12,10.21052632,146,0.55891748,15,6287,13,12,10.84210526,0.599831366,1
5897,12,8.957446809,84,0.621924634,11,5335,12,10,11.12631579,0.550420168,0
5701,12,9.978947368,76,0.535496957,12,5563,12,10,9.421052632,0.523472766,1
5447,12,10.53684211,78,0.474130528,9,5555,11,12,9.585106383,0.500597015,1
5417,12,10.55319149,52,0.482413977,10,5702,13,12,10.22340426,0.551054018,1
5497,12,8.547368421,66,0.524937656,10,5707,12,10,10.10638298,0.50674237,1
5048,10,7.571428571,5,0.502184769,10,4691,9,6,7.488636364,0.67114094,1
5099,11,9.117021277,48,0.601388889,8,5711,12,10,9.968085106,0.544519193,0
5223,10,8.142857143,24,0.519362187,8,5307,11,10,7.817204301,0.550478677,0
5093,9,6.460674157,14,0.570104287,4,5306,10,9,7.691489362,0.616395978,0
4786,10,7.527472527,13,0.550619835,6,5011,11,6,9.294736842,0.48611898,0
4941,10,7.322580645,26,0.508518327,10,3987,8,0,6.02739726,0.652298851,1
4745,11,8.386363636,17,0.526167896,8,4612,8,0,6.564102564,0.65625,1
4661,8,5.05952381,4,0.690807799,0,3222,9,4,7.675324675,0.478555305,1
4633,10,8.488636364,1,0.472327521,2,3710,10,6,8.436781609,0.563345633,1
4760,10,7.709302326,7,0.501924557,10,3446,10,12,7.268292683,0.522776573,0
4553,10,7.827956989,14,0.522829341,10,4425,8,0,5.78313253,0.608591885,1
4653,9,7.488636364,6,0.466487936,0,3254,9,0,7.527027027,0.648648649,1
4525,10,8.460674157,6,0.577861163,4,3973,9,0,7.752808989,0.547576302,1
4466,10,8.670212766,47,0.495272727,6,4609,11,12,8.451612903,0.516336219,0
4340,10,8.263736264,21,0.520900322,4,3312,8,0,5.815789474,0.485835694,1
4358,10,7.626373626,19,0.574975174,10,2727,8,1,6.764705882,0.707692308,1
4443,10,8.075268817,10,0.435624013,10,1882,8,0,6.914893617,0.625,1
5801,13,8.276595745,108,0.503857791,10,5406,12,10,9.709677419,0.538536968,0
4940,11,8.422222222,16,0.518907563,10,4919,10,6,8.180851064,0.509618145,1
4941,11,9.032608696,15,0.519694073,10,4849,10,8,7.695652174,0.660828025,0
5861,12,7.606382979,56,0.517402165,11,5000,11,11,7.241758242,0.522426214,1
5617,13,9.638297872,112,0.545965823,11,5157,10,12,8.361702128,0.662183544,1
5740,11,7.734042553,67,0.498894349,9,4876,10,10,7.775280899,0.528314917,1
5672,12,9.159574468,62,0.473588342,10,4608,11,5,9.147727273,0.519313305,1
5712,12,8.989247312,52,0.481150104,10,5235,11,6,9.76344086,0.449523989,1
6236,13,11.36842105,89,0.506119119,12,4882,13,12,10.21505376,0.552622787,1
5245,12,10.28421053,46,0.51010823,10,3492,8,0,7.092105263,0.523489933,1
5035,10,9,2,0.4386149,3,5179,10,11,7.870967742,0.511349036,1
4705,10,8.086956522,10,0.511348465,10,3497,9,0,7.209876543,0.579064588,0
4620,11,9.6,2,0.421518987,2,4402,10,10,7.523809524,0.499090082,1
4663,10,7.382978723,1,0.460362401,3,4634,10,8,8,0.494261477,0
4681,10,8.85106383,20,0.458975941,8,4838,11,10,9.117021277,0.524290711,1
3965,10,8.296703297,0,0.555102041,3,5002,11,6,9.210526316,0.445222155,0
3536,9,7.333333333,2,0.55015674,1,3963,9,0,7.146341463,0.623762376,1
3492,8,7.092105263,0,0.523489933,0,5245,12,10,10.28421053,0.51010823,0
3151,10,8.215189873,6,0.55625,4,2361,9,0,7.970149254,0.544412607,0
6236,13,11.36842105,89,0.506119119,12,4882,13,12,10.21505376,0.552622787,1
5245,12,10.28421053,46,0.51010823,10,3492,8,0,7.092105263,0.523489933,1
5035,10,9,2,0.4386149,3,5179,10,11,7.870967742,0.511349036,1
4705,10,8.086956522,10,0.511348465,10,3497,9,0,7.209876543,0.579064588,0
4620,11,9.6,2,0.421518987,2,4402,10,10,7.523809524,0.499090082,1
4663,10,7.382978723,1,0.460362401,3,4634,10,8,8,0.494261477,0
4681,10,8.85106383,20,0.458975941,8,4838,11,10,9.117021277,0.524290711,1
3965,10,8.296703297,0,0.555102041,3,5002,11,6,9.210526316,0.445222155,0
3536,9,7.333333333,2,0.55015674,1,3963,9,0,7.146341463,0.623762376,1
3492,8,7.092105263,0,0.523489933,0,5245,12,10,10.28421053,0.51010823,0
3151,10,8.215189873,6,0.55625,4,2361,9,0,7.970149254,0.544412607,0
6236,13,11.36842105,89,0.506119119,12,4882,13,12,10.21505376,0.552622787,1
5245,12,10.28421053,46,0.51010823,10,3492,8,0,7.092105263,0.523489933,1
5035,10,9,2,0.4386149,3,5179,10,11,7.870967742,0.511349036,1
4705,10,8.086956522,10,0.511348465,10,3497,9,0,7.209876543,0.579064588,0
4620,11,9.6,2,0.421518987,2,4402,10,10,7.523809524,0.499090082,1
4663,10,7.382978723,1,0.460362401,3,4634,10,8,8,0.494261477,0
4681,10,8.85106383,20,0.458975941,8,4838,11,10,9.117021277,0.524290711,1
3965,10,8.296703297,0,0.555102041,3,5002,11,6,9.210526316,0.445222155,0
3536,9,7.333333333,2,0.55015674,1,3963,9,0,7.146341463,0.623762376,1
3492,8,7.092105263,0,0.523489933,0,5245,12,10,10.28421053,0.51010823,0
3151,10,8.215189873,6,0.55625,4,2361,9,0,7.970149254,0.544412607,0
6236,13,11.36842105,89,0.506119119,12,4882,13,12,10.21505376,0.552622787,1
5245,12,10.28421053,46,0.51010823,10,3492,8,0,7.092105263,0.523489933,1
5035,10,9,2,0.4386149,3,5179,10,11,7.870967742,0.511349036,1
4705,10,8.086956522,10,0.511348465,10,3497,9,0,7.209876543,0.579064588,0
4620,11,9.6,2,0.421518987,2,4402,10,10,7.523809524,0.499090082,1
4663,10,7.382978723,1,0.460362401,3,4634,10,8,8,0.494261477,0
4681,10,8.85106383,20,0.458975941,8,4838,11,10,9.117021277,0.524290711,1
3965,10,8.296703297,0,0.555102041,3,5002,11,6,9.210526316,0.445222155,0
3536,9,7.333333333,2,0.55015674,1,3963,9,0,7.146341463,0.623762376,1
3492,8,7.092105263,0,0.523489933,0,5245,12,10,10.28421053,0.51010823,0
3151,10,8.215189873,6,0.55625,4,2361,9,0,7.970149254,0.544412607,0
6236,13,11.36842105,89,0.506119119,12,4882,13,12,10.21505376,0.552622787,1
5245,12,10.28421053,46,0.51010823,10,3492,8,0,7.092105263,0.523489933,1
5035,10,9,2,0.4386149,3,5179,10,11,7.870967742,0.511349036,1
4705,10,8.086956522,10,0.511348465,10,3497,9,0,7.209876543,0.579064588,0
4620,11,9.6,2,0.421518987,2,4402,10,10,7.523809524,0.499090082,1
4663,10,7.382978723,1,0.460362401,3,4634,10,8,8,0.494261477,0
4681,10,8.85106383,20,0.458975941,8,4838,11,10,9.117021277,0.524290711,1
3965,10,8.296703297,0,0.555102041,3,5002,11,6,9.210526316,0.445222155,0
3536,9,7.333333333,2,0.55015674,1,3963,9,0,7.146341463,0.623762376,1
3492,8,7.092105263,0,0.523489933,0,5245,12,10,10.28421053,0.51010823,0
3151,10,8.215189873,6,0.55625,4,2361,9,0,7.970149254,0.544412607,0
4764,11,9.129032258,7,0.476079648,10,5097,11,8,9.4,0.397874668,0
5439,11,9.29787234,42,0.493832599,9,6307,13,13,11.04210526,0.531607185,0
5016,10,7.543478261,16,0.484827346,5,5037,10,6,8.904255319,0.455736544,1
5019,10,7.943181818,0,0.49437751,10,5280,12,10,9.882978723,0.515247776,0
4857,10,7.826086957,21,0.462631579,2,5025,10,6,8.714285714,0.403629417,0
4398,8,7.069767442,0,0.487064117,4,3982,8,0,5.740740741,0.685430464,0
4731,10,8.531914894,18,0.463414634,10,3008,9,3,7.775,0.635359116,1
